Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2022,11,29,08:31:08,33.6737,-116.7052,13.9,0.9,"8km S of Idyllwild, CA",1669710668
2022,11,29,08:26:41,19.4925,-155.4532,1.7,2.6,"23 km WNW of Volcano, Hawaii",1669710401
2022,11,29,08:26:41,19.4863,-155.4535,-0.6,2.5,"23 km WNW of Volcano, Hawaii",1669710401
2022,11,29,08:25:28,36.1298,-89.3063,4,1.8,"unk",1669710328
2022,11,29,08:23:05,33.6675,-116.7093,14.5,1.3,"8km S of Idyllwild, CA",1669710185
2022,11,29,08:22:51,33.6632,-116.7083,13.1,0.5,"9km S of Idyllwild, CA",1669710171
2022,11,29,08:22:46,33.6607,-116.7077,13.2,0.7,"9km S of Idyllwild, CA",1669710166
2022,11,29,08:22:43,33.673,-116.6997,13.9,0.5,"8km SSE of Idyllwild, CA",1669710163
2022,11,29,08:19:19,62.0596,-151.7359,96.6,1.8,"19 km WNW of Skwentna, Alaska",1669709959
2022,11,29,08:13:17,19.4895,-155.5538,-1.3,2.4,"32 km NNW of P?hala, Hawaii",1669709597
2022,11,29,08:13:14,64.3803,-147.3824,13.6,0.7,"28 km SW of Salcha, Alaska",1669709594
2022,11,29,08:11:30,19.2015,-155.5022,31.9,1.8,"2 km W of P?hala, Hawaii",1669709490
2022,11,29,08:05:33,61.3353,-141.0909,18.6,1.2,"98 km E of McCarthy, Alaska",1669709133
2022,11,29,08:01:39,36.012,-91.2717,6.3,1.5,"unk",1669708899
2022,11,29,07:57:09,63.0007,-149.7726,83.1,1.7,"60 km SW of Cantwell, Alaska",1669708629
2022,11,29,07:51:07,44.091,-110.3042,11.8,1.5,"Wyoming",1669708267
2022,11,29,07:44:05,19.44,-155.5165,-1.8,1.7,"26 km N of P?hala, Hawaii",1669707845
2022,11,29,07:42:53,19.037,-155.4102,35.6,2.2,"18 km E of Naalehu, Hawaii",1669707773
2022,11,29,07:42:41,37.0431,-32.5103,10,4.8,"284 km SSW of Lajes das Flores, Portugal",1669707761
2022,11,29,07:34:47,19.4612,-155.5347,3.2,1.8,"29 km NNW of P?hala, Hawaii",1669707287
2022,11,29,07:34:47,38.8253,-122.8528,2.3,0.5,"10km WNW of The Geysers, CA",1669707287
2022,11,29,07:32:46,32.5193,-115.2413,20.5,1.7,"12km ESE of Puebla, B.C., MX",1669707166
2022,11,29,07:29:01,18.0725,-66.7988,4.4,3.1,"5 km WNW of Santo Domingo, Puerto Rico",1669706941
2022,11,29,07:28:21,33.5872,-116.8018,7.6,0.4,"12km WNW of Anza, CA",1669706901
2022,11,29,07:28:15,38.788,-122.7462,1.6,0.5,"2km NE of The Geysers, CA",1669706895
2022,11,29,07:27:26,19.4823,-155.531,-2.6,2.8,"31 km N of P?hala, Hawaii",1669706846
2022,11,29,07:17:58,-33.2636,-178.0795,10,5.2,"south of the Kermadec Islands",1669706278
2022,11,29,07:00:21,31.5891,-104.5808,8.7,2.1,"unk",1669705221
2022,11,29,06:59:21,19.4793,-155.4343,-0.9,3.5,"21 km W of Volcano, Hawaii",1669705161
2022,11,29,06:52:15,-24.0485,-67.0145,241.4,4.2,"73 km WNW of San Antonio de los Cobres, Argentina",1669704735
2022,11,29,06:51:53,-2.9459,129.8323,10,4.3,"110 km ENE of Amahai, Indonesia",1669704713
2022,11,29,06:50:28,36.7253,-121.3738,2.1,1.3,"9km SSW of Tres Pinos, CA",1669704628
2022,11,29,06:49:38,46.204,-122.1927,7.4,0.4,"38 km NNE of Amboy, Washington",1669704578
2022,11,29,06:49:13,19.5077,-155.5647,-3.4,1.8,"32 km E of Honaunau-Napoopoo, Hawaii",1669704553
2022,11,29,06:46:53,38.8322,-122.8178,1.8,0.9,"8km NW of The Geysers, CA",1669704413
2022,11,29,06:46:34,59.2098,-152.5763,63,2,"40 km WSW of Nanwalek, Alaska",1669704394
2022,11,29,06:45:56,31.5594,-104.1495,7.1,2.3,"43 km NW of Toyah, Texas",1669704356
2022,11,29,06:34:31,38.8318,-122.813,1.9,2,"8km NW of The Geysers, CA",1669703671
2022,11,29,06:33:48,19.4942,-155.5358,-1.4,2.7,"Island of Hawaii, Hawaii",1669703628
2022,11,29,06:31:50,19.5045,-155.5438,-2.5,2.3,"33 km WNW of Volcano, Hawaii",1669703510
2022,11,29,06:31:46,38.826,-122.808,3.1,0.9,"7km NW of The Geysers, CA",1669703506
2022,11,29,06:31:01,40.2278,77.1252,10,4.8,"128 km NE of Kashgar, China",1669703461
2022,11,29,06:24:45,38.834,-122.8087,2.2,0.9,"8km W of Cobb, CA",1669703085
2022,11,29,06:23:25,34.3108,-118.4758,9.4,0.9,"2km W of Sylmar, CA",1669703005
2022,11,29,06:19:34,38.8332,-122.817,1.6,0.4,"8km NW of The Geysers, CA",1669702774
2022,11,29,06:19:24,38.8313,-122.8155,1.5,1,"8km NW of The Geysers, CA",1669702764
2022,11,29,06:17:32,39.2642,-123.2167,4.4,1.2,"1km W of Redwood Valley, CA",1669702652
2022,11,29,06:15:08,33.8547,-117.6442,10,0.6,"7km WSW of Corona, CA",1669702508
2022,11,29,06:12:39,61.2001,-151.6814,76.4,1.8,"32 km WNW of Tyonek, Alaska",1669702359
2022,11,29,05:50:42,19.5067,-155.5667,-1.9,2.5,"31 km E of Honaunau-Napoopoo, Hawaii",1669701042
2022,11,29,05:48:59,19.4882,-155.5322,-2.4,1.5,"31 km W of Volcano, Hawaii",1669700939
2022,11,29,05:43:15,60.5147,-150.7468,34.2,1.3,"1 km NNE of Funny River, Alaska",1669700595
2022,11,29,05:42:30,19.496,-155.5582,-2,2.5,"32 km E of Honaunau-Napoopoo, Hawaii",1669700550
2022,11,29,05:39:14,31.5636,-104.1399,6.9,2.5,"42 km NW of Toyah, Texas",1669700354
2022,11,29,05:38:25,31.5622,-104.1441,7.8,2.5,"43 km NW of Toyah, Texas",1669700305
2022,11,29,05:33:48,36.5621,69.8619,10,4.6,"1 km SSE of Farkh?r, Afghanistan",1669700028
2022,11,29,05:27:32,19.5105,-155.539,-1.5,2.8,"32 km WNW of Volcano, Hawaii",1669699652
2022,11,29,05:24:14,19.4733,-155.5302,2.2,2.1,"30 km N of P?hala, Hawaii",1669699454
2022,11,29,05:23:36,38.2939,24.3269,10,4.1,"16 km NE of Néa Stíra, Greece",1669699416
2022,11,29,05:18:18,36.0115,-91.2715,6.3,1.6,"1 km WNW of Lynn, Arkansas",1669699098
2022,11,29,05:16:05,19.5002,-155.5453,-2.3,1.8,"33 km W of Volcano, Hawaii",1669698965
2022,11,29,05:07:04,36.1217,-89.3048,5.9,1.9,"4 km WNW of Newbern, Tennessee",1669698424
2022,11,29,05:06:58,-6.4463,129.13,216.4,4.4,"Banda Sea",1669698418
2022,11,29,05:05:10,-31.413,-179.1088,12.5,5.2,"Kermadec Islands region",1669698310
2022,11,29,05:03:19,33.218,-116.7495,10.8,0.8,"3km SSE of Lake Henshaw, CA",1669698199
2022,11,29,05:03:00,19.2268,-155.4122,31.5,2.1,"Island of Hawaii, Hawaii",1669698180
2022,11,29,05:02:58,31.7521,-104.5106,5.4,1.6,"48 km SSW of Whites City, New Mexico",1669698178
2022,11,29,05:01:24,33.2172,-116.7403,11.8,1.2,"4km SE of Lake Henshaw, CA",1669698084
2022,11,29,04:59:12,33.708,-116.7055,18.8,0.5,"4km SSE of Idyllwild, CA",1669697952
2022,11,29,04:58:47,31.5608,-104.1447,6.9,2.5,"43 km NW of Toyah, Texas",1669697927
2022,11,29,04:58:10,19.4718,-155.5927,-2.8,1.6,"28 km E of Honaunau-Napoopoo, Hawaii",1669697890
2022,11,29,04:55:43,60.5195,-150.676,40.1,1.6,"Kenai Peninsula, Alaska",1669697743
2022,11,29,04:44:05,19.5027,-155.5415,-1.7,2.5,"32 km WNW of Volcano, Hawaii",1669697045
2022,11,29,04:43:58,19.4958,-155.5605,0.3,1.7,"32 km E of Honaunau-Napoopoo, Hawaii",1669697038
2022,11,29,04:39:06,19.5238,-155.5715,-1.6,1.5,"31 km ENE of Honaunau-Napoopoo, Hawaii",1669696746
2022,11,29,04:36:18,60.8251,-151.7789,72.7,1.2,"30 km WNW of Nikiski, Alaska",1669696578
2022,11,29,04:33:05,31.6244,-104.1197,6.1,2.2,"46 km NW of Toyah, Texas",1669696385
2022,11,29,04:32:38,38.342,24.258,10,4.6,"18 km NNE of Néa Stíra, Greece",1669696358
2022,11,29,04:32:28,-23.0391,-68.8582,93.8,4.2,"64 km S of Calama, Chile",1669696348
2022,11,29,04:31:23,19.5103,-155.5487,-2.1,1.8,"unk",1669696283
2022,11,29,04:27:07,19.4743,-155.559,-2.3,2.4,"31 km NNW of P?hala, Hawaii",1669696027
2022,11,29,04:26:35,19.5332,-155.6,7.9,2.2,"Island of Hawaii, Hawaii",1669695995
2022,11,29,04:22:33,38.8372,-122.8062,2.6,1,"7km WNW of Cobb, CA",1669695753
2022,11,29,04:18:45,38.8358,-122.7995,2.2,0.9,"7km WNW of Cobb, CA",1669695525
2022,11,29,04:16:31,19.474,-155.4982,3.7,2.2,"Island of Hawaii, Hawaii",1669695391
2022,11,29,04:09:34,60.7047,-146.6984,18.5,1.9,"17 km S of Tatitlek, Alaska",1669694974
2022,11,29,04:00:54,35.4903,-96.824,13.6,2.1,"unk",1669694454
2022,11,29,03:58:18,40.2991,-125.4641,10,2.5,"106 km WSW of Ferndale, California",1669694298
2022,11,29,03:57:57,19.4975,-155.5453,-1.3,2.6,"33 km W of Volcano, Hawaii",1669694277
2022,11,29,03:54:21,65.571,-148.0101,11.7,1.4,"25 km ENE of Livengood, Alaska",1669694061
2022,11,29,03:48:11,19.191,-155.3733,28.9,1.8,"unk",1669693691
2022,11,29,03:47:24,32.6793,-115.6863,10.9,2.2,"15km NW of Progreso, B.C., MX",1669693644
2022,11,29,03:46:12,40.4835,-125.8787,10,3.1,"136km W of Petrolia, CA",1669693572
2022,11,29,03:43:59,19.5235,-155.5247,6.5,1.8,"Island of Hawaii, Hawaii",1669693439
2022,11,29,03:42:10,33.2207,-116.7505,11,0.7,"3km SSE of Lake Henshaw, CA",1669693330
2022,11,29,03:21:41,19.5113,-155.5577,-3.2,1.7,"32 km E of Honaunau-Napoopoo, Hawaii",1669692101
2022,11,29,03:16:00,19.4663,-155.5427,-2.7,2.2,"29 km NNW of P?hala, Hawaii",1669691760
2022,11,29,03:14:32,33.2658,-116.432,4.7,2.1,"5km WNW of Borrego Springs, CA",1669691672
2022,11,29,03:08:27,38.83,-122.7918,1.7,0.9,"6km W of Cobb, CA",1669691307
2022,11,29,03:07:46,38.8298,-122.7917,1.9,0.5,"6km W of Cobb, CA",1669691266
2022,11,29,02:56:20,35.4867,-96.8257,14.4,1.4,"7 km ESE of Meeker, Oklahoma",1669690580
2022,11,29,02:56:03,65.0961,-148.9135,18.6,1.2,"unk",1669690563
2022,11,29,02:55:26,61.7079,-146.6356,50.1,1.5,"32 km SSE of Nelchina, Alaska",1669690526
2022,11,29,02:52:43,36.0695,-117.6405,2.5,1.6,"28km E of Coso Junction, CA",1669690363
2022,11,29,02:44:29,51.8597,171.7083,10,4.3,"148 km SW of Attu Station, Alaska",1669689869
2022,11,29,02:37:13,63.2226,-150.9104,0.3,2,"53 km SE of Denali National Park, Alaska",1669689433
2022,11,29,02:36:47,61.1269,-141.7325,10.2,1,"72 km ESE of McCarthy, Alaska",1669689407
2022,11,29,02:33:46,19.4937,-155.5578,-1.8,2.5,"32 km E of Honaunau-Napoopoo, Hawaii",1669689226
2022,11,29,02:31:06,17.971,-66.8392,17.7,2.4,"3 km SW of Indios, Puerto Rico",1669689066
2022,11,29,02:30:33,53.3917,-168.1687,2.5,0.5,"68 km NE of Nikolski, Alaska",1669689033
2022,11,29,02:30:25,19.227,-155.3773,33.7,2,"10 km ENE of P?hala, Hawaii",1669689025
2022,11,29,02:26:22,19.4553,-155.6027,-0.8,2.4,"Island of Hawaii, Hawaii",1669688782
2022,11,29,02:24:58,60.142,-152.7282,97.4,1.6,"59 km WNW of Happy Valley, Alaska",1669688698
2022,11,29,02:23:35,38.7545,-122.6922,1.2,0.8,"2km S of Anderson Springs, CA",1669688615
2022,11,29,02:23:35,60.5263,-152.9942,9.6,0.4,"81 km ENE of Port Alsworth, Alaska",1669688615
2022,11,29,02:23:02,19.4862,-155.5579,1.6,2.6,"32 km E of Honaunau-Napoopoo, Hawaii",1669688582
2022,11,29,02:23:00,38.7557,-122.6973,1.4,0.8,"2km SSW of Anderson Springs, CA",1669688580
2022,11,29,02:22:36,35.876,-120.4225,6.5,2.4,"3km SSE of Parkfield, CA",1669688556
2022,11,29,02:19:38,19.4687,-155.5942,-1.2,1.8,"unk",1669688378
2022,11,29,02:19:19,62.1842,-150.2651,56.8,1.4,"14 km S of Trapper Creek, Alaska",1669688359
2022,11,29,02:16:10,36.0998,-117.8682,3.7,1.1,"9km NE of Coso Junction, CA",1669688170
2022,11,29,02:07:56,31.6775,-104.3968,6.2,1.9,"55 km S of Whites City, New Mexico",1669687676
2022,11,29,02:02:31,33.5805,-116.8025,8.3,0.6,"12km WNW of Anza, CA",1669687351
2022,11,29,02:02:18,19.4915,-155.546,-3,2.5,"32 km NNW of P?hala, Hawaii",1669687338
2022,11,29,01:44:39,19.4777,-155.5395,-3.7,1.7,"Island of Hawaii, Hawaii",1669686279
2022,11,29,01:39:12,34.0178,-117.1772,6.3,1.2,"4km S of Redlands, CA",1669685952
2022,11,29,01:26:08,19.5088,-155.5635,-1.9,2.6,"Island of Hawaii, Hawaii",1669685168
2022,11,29,01:25:58,61.5263,-152.364,-1.1,0.3,"72 km SW of Skwentna, Alaska",1669685158
2022,11,29,01:25:17,18.0422,-67.072,14.9,2.1,"0 km ENE of Palmarejo, Puerto Rico",1669685117
2022,11,29,01:25:12,19.4983,-155.4607,-2,2.2,"24 km WNW of Volcano, Hawaii",1669685112
2022,11,29,01:20:42,38.7958,-122.7757,3.8,0.2,"3km NW of The Geysers, CA",1669684842
2022,11,29,01:20:40,19.5025,-155.4523,-0.8,2.1,"23 km WNW of Volcano, Hawaii",1669684840
2022,11,29,01:18:49,56.8443,-158.1022,5.9,0.7,"Alaska Peninsula",1669684729
2022,11,29,01:17:35,62.977,-149.3749,84.8,1.4,"50 km SSW of Cantwell, Alaska",1669684655
2022,11,29,01:16:34,19.4753,-155.3627,20.2,2.1,"13 km WNW of Volcano, Hawaii",1669684594
2022,11,29,01:16:28,19.4812,-155.5532,-2.3,2.5,"31 km NNW of P?hala, Hawaii",1669684588
2022,11,29,01:05:42,51.8638,-177.9873,2.9,1.5,"93 km W of Adak, Alaska",1669683942
2022,11,29,00:55:17,19.506,-155.5348,0,2,"32 km WNW of Volcano, Hawaii",1669683317
2022,11,29,00:52:14,34.8017,-118.9293,12.9,1.5,"3km SSE of Frazier Park, CA",1669683134
2022,11,29,00:51:39,38.8233,-122.7642,2.5,0.4,"4km W of Cobb, CA",1669683099
2022,11,29,00:46:29,38.8373,-122.8112,1.9,0.9,"8km WNW of Cobb, CA",1669682789
2022,11,29,00:44:12,41.8322,-112.3135,4.4,0.8,"Utah",1669682652
2022,11,29,00:40:42,51.8622,-177.8843,5.9,0.7,"unk",1669682442
2022,11,29,00:31:26,19.5068,-155.5375,-2.2,2.9,"Island of Hawaii, Hawaii",1669681886
2022,11,29,00:29:08,19.5187,-155.4983,-3.5,1.9,"28 km WNW of Volcano, Hawaii",1669681748
2022,11,29,00:25:04,19.498,-155.5572,-2.3,2.6,"32 km E of Honaunau-Napoopoo, Hawaii",1669681504
2022,11,29,00:22:08,37.2948,-121.6637,6.1,1.1,"16km E of Seven Trees, CA",1669681328
2022,11,29,00:21:12,38.791,-122.7083,1.7,1.7,"2km NW of Anderson Springs, CA",1669681272
2022,11,29,00:17:45,50.0445,-177.614,19.4,3.8,"214 km SSW of Adak, Alaska",1669681065
2022,11,29,00:12:58,19.4835,-155.4922,-2,2.8,"27 km W of Volcano, Hawaii",1669680778
2022,11,29,00:11:25,61.6058,-149.8653,47.9,1.7,"Southern Alaska",1669680685
2022,11,29,00:00:52,59.5238,-153.3941,117.7,2.1,"49 km SE of Pedro Bay, Alaska",1669680052
2022,11,28,23:53:14,19.5052,-155.5642,-1.6,2.5,"32 km E of Honaunau-Napoopoo, Hawaii",1669679594
2022,11,28,23:49:06,-33.6653,-72.6144,10.1,4.6,"93 km W of San Antonio, Chile",1669679346
2022,11,28,23:41:35,19.4942,-155.5722,-1,1.8,"30 km E of Honaunau-Napoopoo, Hawaii",1669678895
2022,11,28,23:37:20,4.3658,125.7632,120.7,4.2,"119 km SSE of Sarangani, Philippines",1669678640
2022,11,28,23:22:06,34.6428,-117.2695,-1.3,1.3,"12km N of Victorville, CA",1669677726
2022,11,28,23:18:16,49.005,-124.8993,15.3,2.1,"27 km SSW of Port Alberni, Canada",1669677496
2022,11,28,23:11:43,-21.7961,-68.4333,124.3,4.6,"88 km NE of Calama, Chile",1669677103
2022,11,28,23:07:00,19.4725,-155.5265,-3.4,2.6,"30 km N of P?hala, Hawaii",1669676820
2022,11,28,23:04:26,19.2688,-155.3965,32.4,2,"11 km NE of P?hala, Hawaii",1669676666
2022,11,28,22:50:35,19.5077,-155.5698,-1.9,1.9,"31 km E of Honaunau-Napoopoo, Hawaii",1669675835
2022,11,28,22:50:11,53.8352,-166.442,10.5,0.6,"7 km SE of Unalaska, Alaska",1669675811
2022,11,28,22:45:17,38.8794,-97.429,5,2.6,"unk",1669675517
2022,11,28,22:43:51,19.511,-155.5648,-0.6,3,"32 km E of Honaunau-Napoopoo, Hawaii",1669675431
2022,11,28,22:42:06,36.7468,-121.4187,7.7,1.1,"9km SSW of Ridgemark, CA",1669675326
2022,11,28,22:41:26,46.8458,-121.7477,-1,0.6,"23 km ENE of Ashford, Washington",1669675286
2022,11,28,22:37:03,19.509,-155.5493,-1.4,2.8,"33 km E of Honaunau-Napoopoo, Hawaii",1669675023
2022,11,28,22:34:51,58.1793,-155.3292,2.2,0.3,"Alaska Peninsula",1669674891
2022,11,28,22:31:58,19.5008,-155.5685,-1.7,2.1,"Island of Hawaii, Hawaii",1669674718
2022,11,28,22:28:22,19.5017,-155.5632,-1.8,2.7,"32 km E of Honaunau-Napoopoo, Hawaii",1669674502
2022,11,28,22:26:40,-2.9334,129.7933,10,5.1,"Seram, Indonesia",1669674400
2022,11,28,22:21:11,19.4908,-155.5005,-3,2.4,"28 km W of Volcano, Hawaii",1669674071
2022,11,28,22:17:39,19.5003,-155.546,-2.6,2.5,"33 km W of Volcano, Hawaii",1669673859
2022,11,28,22:13:20,19.5047,-155.5655,-1.2,1.8,"31 km E of Honaunau-Napoopoo, Hawaii",1669673600
2022,11,28,22:11:46,19.4847,-155.5245,-3.6,2.1,"30 km W of Volcano, Hawaii",1669673506
2022,11,28,22:11:25,49.3508,-120.509,-0.5,1.8,"11 km S of Princeton, Canada",1669673485
2022,11,28,22:10:48,38.838,-122.8242,1.8,0.4,"9km WNW of Cobb, CA",1669673448
2022,11,28,22:10:37,64.3381,-148.0495,1,1.4,"54 km SSW of South Van Horn, Alaska",1669673437
2022,11,28,22:10:24,38.8388,-122.8252,1.6,0.9,"9km WNW of Cobb, CA",1669673424
2022,11,28,22:10:14,31.369,-103.7314,4.1,2.2,"8 km NE of Toyah, Texas",1669673414
2022,11,28,22:06:49,34.195,-117.5728,14.4,1.7,"8km N of Rancho Cucamonga, CA",1669673209
2022,11,28,22:03:34,19.5065,-155.5105,-3.1,1.9,"Island of Hawaii, Hawaii",1669673014
2022,11,28,22:01:31,19.4785,-155.5468,-2.7,2.1,"31 km NNW of P?hala, Hawaii",1669672891
2022,11,28,21:57:35,19.5143,-155.5445,-1,2.2,"33 km WNW of Volcano, Hawaii",1669672655
2022,11,28,21:46:13,19.5003,-155.5572,-3.6,2.3,"32 km E of Honaunau-Napoopoo, Hawaii",1669671973
2022,11,28,21:37:22,19.4953,-155.5877,1.6,1.9,"29 km E of Honaunau-Napoopoo, Hawaii",1669671442
2022,11,28,21:32:16,35.673,-117.5125,1.6,2.2,"14km SW of Searles Valley, CA",1669671136
2022,11,28,21:26:40,58.2226,-151.2106,35.5,2.4,"83 km ENE of Ouzinkie, Alaska",1669670800
2022,11,28,21:10:31,19.5128,-155.5448,-1.4,2.9,"33 km WNW of Volcano, Hawaii",1669669831
2022,11,28,21:04:07,19.1993,-155.486,34.3,1.9,"0 km WSW of P?hala, Hawaii",1669669447
2022,11,28,21:00:08,19.4857,-155.5447,-2.6,2.3,"32 km NNW of P?hala, Hawaii",1669669208
2022,11,28,20:59:25,19.4553,-155.4512,-1.9,2.3,"22 km W of Volcano, Hawaii",1669669165
2022,11,28,20:58:58,31.613,-103.9642,8.1,2.4,"36 km WSW of Mentone, Texas",1669669138
2022,11,28,20:57:18,31.6176,-103.96,6.2,2.3,"35 km WSW of Mentone, Texas",1669669038
2022,11,28,20:49:35,58.644,-153.9867,82.2,2.8,"90 km NW of Aleneva, Alaska",1669668575
2022,11,28,20:43:33,33.865,-117.499,-0.5,1.2,"2km SE of Home Gardens, CA",1669668213
2022,11,28,20:41:30,19.5045,-155.5675,-2.1,2.9,"31 km E of Honaunau-Napoopoo, Hawaii",1669668090
2022,11,28,20:37:17,37.1335,-121.5227,7.5,1.3,"10km NE of San Martin, CA",1669667837
2022,11,28,20:35:28,19.5237,-155.5455,0.9,2.3,"33 km WNW of Volcano, Hawaii",1669667728
2022,11,28,20:30:35,19.481,-155.5063,-0.5,2.5,"28 km W of Volcano, Hawaii",1669667435
2022,11,28,20:25:09,19.4808,-155.5087,2.3,1.9,"29 km W of Volcano, Hawaii",1669667109
2022,11,28,20:23:40,47.0448,-120.7572,-0.9,1.8,"unk",1669667020
2022,11,28,20:23:30,38.806,-122.7905,0.8,1,"4km NW of The Geysers, CA",1669667010
2022,11,28,20:23:21,33.8517,-117.4887,-0.5,1.4,"4km SE of Home Gardens, CA",1669667001
2022,11,28,20:13:31,19.5195,-155.5533,0.7,2.5,"unk",1669666411
2022,11,28,20:10:26,57.4079,-154.2395,35.2,2.9,"Kodiak Island region, Alaska",1669666226
2022,11,28,20:03:39,63.0963,-150.8022,107.6,2,"66 km N of Petersville, Alaska",1669665819
2022,11,28,20:00:00,38.8382,-122.808,2.2,0.4,"8km WNW of Cobb, CA",1669665600
2022,11,28,19:57:32,19.4807,-155.4883,2.1,2.7,"27 km W of Volcano, Hawaii",1669665452
2022,11,28,19:56:35,35.9977,-120.5597,1.1,0.3,"16km NW of Parkfield, CA",1669665395
2022,11,28,19:50:23,35.0037,-118.185,-0.9,1.1,"6km S of Mojave, CA",1669665023
2022,11,28,19:48:33,19.4978,-155.4865,1.3,2.6,"27 km WNW of Volcano, Hawaii",1669664913
2022,11,28,19:47:13,33.2188,-116.744,11.3,1,"3km SE of Lake Henshaw, CA",1669664833
2022,11,28,19:42:16,37.635,-118.9077,3.4,0.8,"6km E of Mammoth Lakes, CA",1669664536
2022,11,28,19:37:36,38.8003,-122.771,1.6,0.5,"3km NNW of The Geysers, CA",1669664256
2022,11,28,19:32:54,19.5165,-155.5468,0,2.8,"33 km WNW of Volcano, Hawaii",1669663974
2022,11,28,19:29:26,19.517,-155.547,-0.2,2.9,"33 km WNW of Volcano, Hawaii",1669663766
2022,11,28,19:27:27,19.4692,-155.5123,1.9,2.1,"29 km W of Volcano, Hawaii",1669663647
2022,11,28,19:21:54,19.4957,-155.4802,-0.1,2.2,"26 km WNW of Volcano, Hawaii",1669663314
2022,11,28,19:21:51,33.2185,-116.7488,9.9,1.5,"3km SSE of Lake Henshaw, CA",1669663311
2022,11,28,19:15:26,19.5065,-155.5662,-2.1,2.6,"31 km E of Honaunau-Napoopoo, Hawaii",1669662926
2022,11,28,19:14:15,36.8945,-121.6203,-0.1,1.7,"2km ENE of Aromas, CA",1669662855
2022,11,28,19:11:49,65.0804,-148.7333,17.2,1.4,"29 km ESE of Minto, Alaska",1669662709
2022,11,28,19:10:46,19.5102,-155.559,-1.2,2.9,"32 km E of Honaunau-Napoopoo, Hawaii",1669662646
2022,11,28,19:10:12,19.5103,-155.6683,9.9,2.5,"Island of Hawaii, Hawaii",1669662612
2022,11,28,19:03:09,19.4522,-155.478,-0.7,2.6,"25 km W of Volcano, Hawaii",1669662189
2022,11,28,19:01:38,19.4783,-155.5097,1.6,2.3,"29 km W of Volcano, Hawaii",1669662098
2022,11,28,18:59:23,31.5544,-104.1371,6.6,3.5,"42 km NW of Toyah, Texas",1669661963
2022,11,28,18:57:51,19.4843,-155.503,-0.4,2.9,"28 km W of Volcano, Hawaii",1669661871
2022,11,28,18:57:09,36.0087,-91.27,5.6,1.5,"1 km W of Lynn, Arkansas",1669661829
2022,11,28,18:52:54,19.507,-155.5615,-0.7,2.3,"32 km E of Honaunau-Napoopoo, Hawaii",1669661574
2022,11,28,18:52:24,17.957,-65.4477,17.4,2.4,"15 km S of Esperanza, Puerto Rico",1669661544
2022,11,28,18:50:03,19.4975,-155.5595,-3.6,2,"32 km E of Honaunau-Napoopoo, Hawaii",1669661403
2022,11,28,18:38:47,19.4833,-155.5843,-0.4,2.5,"29 km E of Honaunau-Napoopoo, Hawaii",1669660727
2022,11,28,18:38:35,33.1873,-115.6177,3.5,1,"11km WSW of Niland, CA",1669660715
2022,11,28,18:32:43,33.1823,-115.606,3.4,1.8,"10km SW of Niland, CA",1669660363
2022,11,28,18:26:26,19.5102,-155.5698,0.6,2.8,"31 km E of Honaunau-Napoopoo, Hawaii",1669659986
2022,11,28,18:25:51,38.8327,-122.8067,2.1,1.2,"7km W of Cobb, CA",1669659951
2022,11,28,18:24:47,33.1808,-115.6008,3.7,2,"10km SW of Niland, CA",1669659887
2022,11,28,18:22:01,19.4232,-155.622,-0.1,2.1,"25 km E of Honaunau-Napoopoo, Hawaii",1669659721
2022,11,28,18:21:29,-18.1407,-177.981,618,4.4,"286 km E of Levuka, Fiji",1669659689
2022,11,28,17:58:22,62.302,-148.6789,51.5,1,"Central Alaska",1669658302
2022,11,28,17:56:41,19.4812,-155.5058,-0.7,2.4,"28 km W of Volcano, Hawaii",1669658201
2022,11,28,17:52:41,59.2806,-152.4654,70.7,1.7,"32 km WSW of Nanwalek, Alaska",1669657961
2022,11,28,17:49:08,19.5085,-155.5475,-1.9,1.8,"33 km WNW of Volcano, Hawaii",1669657748
2022,11,28,17:46:15,38.8078,-122.7243,4.5,0.4,"2km S of Cobb, CA",1669657575
2022,11,28,17:42:49,19.4843,-155.5038,-0.8,2.4,"Island of Hawaii, Hawaii",1669657369
2022,11,28,17:42:25,36.0095,-118.2912,14.7,1.4,"31km NNE of Kernville, CA",1669657345
2022,11,28,17:38:01,19.468,-155.592,-0.7,2.3,"28 km E of Honaunau-Napoopoo, Hawaii",1669657081
2022,11,28,17:33:08,38.8257,-122.801,2.6,0.4,"7km NW of The Geysers, CA",1669656788
2022,11,28,17:27:25,19.4853,-155.4973,-1.2,2.2,"Island of Hawaii, Hawaii",1669656445
2022,11,28,17:23:00,33.5487,-116.418,9.8,0.7,"16km SW of La Quinta, CA",1669656180
2022,11,28,17:16:29,31.6695,-104.4915,6.7,2.1,"57 km S of Whites City, New Mexico",1669655789
2022,11,28,17:16:08,38.1671,-118.1538,9.5,0.4,"California-Nevada border region",1669655768
2022,11,28,17:11:53,34.549,-118.8165,1.7,1.4,"15km N of Piru, CA",1669655513
2022,11,28,17:09:29,19.5097,-155.5575,-0.9,1.8,"32 km E of Honaunau-Napoopoo, Hawaii",1669655369
2022,11,28,17:08:47,19.114,-155.42,32.9,1.7,"11 km SSE of P?hala, Hawaii",1669655327
2022,11,28,16:57:01,19.507,-155.5632,-1.1,2.1,"32 km E of Honaunau-Napoopoo, Hawaii",1669654621
2022,11,28,16:48:56,31.6852,-104.4857,6.1,2,"55 km S of Whites City, New Mexico",1669654136
